User ID,GENDER,AGE,WORKING,REGION,Hours Listening to Music
49411,Female,23,Self-employed,Midlands,1 hour
13171,Female,51,Employed 30+ hours a week,Midlands,2 hours
34881,Male,41,Employed 30+ hours a week,Midlands,2 hours
31195,Female,43,Temporarily unemployed,North,2 hours
30091,Female,54,Full-time housewife / househusband,South,2 hours
47689,Male,20,Full-time student,Midlands,
45972,Male,62,,Centre,2
28880,Female,39,Full-time housewife / househusband,North,Less than an hour
11723,Male,49,Employed 30+ hours a week,Midlands,1 hour
10959,Male,32,,Centre,4
35484,Female,50,Employed 30+ hours a week,North,1 hour
5148,Male,24,Employed 30+ hours a week,North,1 hour
49806,Male,49,Employed 30+ hours a week,North,2 hours
47961,Female,21,Employed 30+ hours a week,South,2 hours
9292,Male,59,,Centre,
27700,Male,17,Full-time student,Midlands,2 hours
28126,Female,14,Full-time student,North,0 Hours
43724,Female,27,Employed 30+ hours a week,South,3 hours
15484,Female,59,,North,2
18758,Male,50,Other,Northern Ireland,2 hours
9544,Male,26,,Centre,1
43504,Female,68,Retired from self-employment,South,5 hours
1574,Male,31,,North,
32307,Female,61,,,
3912,Male,34,Employed 30+ hours a week,South,1 hour
36819,Male,59,Retired from full-time employment (30+ hours per week),South,0 Hours
20869,Male,30,Temporarily unemployed,North,Less than an hour
40296,Male,19,Full-time student,South,2 hours
50798,Female,49,Employed 8-29 hours per week,Midlands,
2603,Male,39,Employed 30+ hours a week,Midlands,0 Hours
3598,Female,19,Prefer not to state,South,
46621,Female,37,,Centre,0
4367,Male,35,Employed 30+ hours a week,Midlands,1 hour
32464,Male,27,,,3
37596,Female,37,Full-time student,Midlands,4 hours
38609,Female,23,Employed 30+ hours a week,Midlands,2 hours
7002,Female,53,,North,1
13687,Female,69,,Midlands,
39603,Male,38,Employed 30+ hours a week,North,1 hour
11901,Female,,Employed 30+ hours a week,North,2 hours
24219,Male,44,Employed 30+ hours a week,North,0 Hours
33426,Male,23,Full-time student,North,1 hour
15873,Female,47,,Midlands,1
40170,Female,21,Full-time student,South,1 hour
43711,Female,57,Employed 30+ hours a week,North,1 hour
41709,Female,49,Other,South,7 hours
35877,Female,38,Full-time housewife / househusband,Northern Ireland,6 hours
44539,Female,24,Employed 30+ hours a week,South,1 hour
38226,Male,30,Employed 30+ hours a week,Midlands,2 hours
32243,Male,15,,,2
44952,Male,31,Employed 30+ hours a week,South,Less than an hour
10751,Male,38,,North,
50122,Male,43,Self-employed,Midlands,2 hours
20175,Female,41,Employed 8-29 hours per week,Midlands,1 hour
40228,Male,32,Other,Midlands,2 hours
31214,Female,49,Full-time housewife / househusband,North,0 Hours
48315,Female,41,Self-employed,North,2 hours
24136,Male,47,Temporarily unemployed,South,
2287,Female,63,Retired from full-time employment (30+ hours per week),Midlands,
14213,Male,21,,South,5
19581,Female,18,Full-time student,South,4 hours
46872,Male,40,,Centre,1
5130,Male,21,Employed 30+ hours a week,South,1 hour
15047,Male,30,,North,8
24281,Male,65,Retired from full-time employment (30+ hours per week),North,4 hours
24236,Male,28,Employed 30+ hours a week,South,1 hour
25352,Male,23,Employed 30+ hours a week,Northern Ireland,1 hour
49447,Male,24,Temporarily unemployed,South,5 hours
33067,Male,50,,,
32190,Female,35,,,
46694,Female,42,,Centre,1
42993,Female,56,Full-time housewife / househusband,South,2 hours
21580,Male,13,Full-time student,South,1 hour
13857,Female,67,,Midlands,
27796,Female,22,Employed 30+ hours a week,South,Less than an hour
5579,Male,40,Temporarily unemployed,Northern Ireland,Less than an hour
16779,Female,15,Full-time student,South,5 hours
6181,Female,53,,North,
1416,Female,56,,Centre,2
6843,Male,33,,North,
986,Male,52,,Centre,1
27378,Female,34,Other,Midlands,10 hours
49175,Female,45,Employed 8-29 hours per week,South,0 Hours
10035,Male,47,,South,1
2339,Female,36,Employed 30+ hours a week,North,2 hours
2703,Female,61,Retired from full-time employment (30+ hours per week),Midlands,6 hours
20067,Male,60,Retired from full-time employment (30+ hours per week),North,1 hour
43454,Female,24,Employed 30+ hours a week,South,8 hours
700,Female,40,,South,3
48256,Female,40,Temporarily unemployed,North,1 hour
14341,Female,37,,North,
26524,Male,25,Employed 30+ hours a week,North,2 hours
3993,Female,22,Employed 30+ hours a week,South,4 hours
41446,Female,58,Self-employed,South,1 hour
37185,Male,45,Employed 30+ hours a week,North,1 hour
26321,Male,55,Employed 30+ hours a week,South,Less than an hour
44248,Male,45,Retired from full-time employment (30+ hours per week),North,2 hours
15718,Female,21,,Midlands,2
18805,Female,25,Employed 30+ hours a week,South,5 hours
34214,Male,50,Employed 30+ hours a week,North,2 hours
399,Male,36,,North,1
11003,Female,40,,South,
1931,Male,,Temporarily unemployed,Midlands,
7699,Male,13,,Centre,4
40300,Male,44,Employed 8-29 hours per week,South,3 hours
35495,Male,62,Retired from full-time employment (30+ hours per week),North,Less than an hour
17858,Male,61,Retired from full-time employment (30+ hours per week),Midlands,Less than an hour
13297,Male,22,Employed 30+ hours a week,South,2 hours
17361,Female,13,Full-time student,South,1 hour
34532,Female,47,Employed 8-29 hours per week,North,
48929,Female,42,Self-employed,North,Less than an hour
30595,Male,40,Temporarily unemployed,Midlands,3 hours
15122,Male,21,,South,1
5925,Female,22,,North,2
1842,Male,77,Retired from full-time employment (30+ hours per week),North,16+ hours
24569,Male,41,Employed 30+ hours a week,South,4 hours
24245,Male,33,Employed 30+ hours a week,South,1 hour
32121,Male,24,Employed 8-29 hours per week,Midlands,1 hour
9327,Male,49,,South,0
46846,Female,36,,Centre,1
1970,Male,67,Retired from full-time employment (30+ hours per week),North,Less than an hour
6943,Male,37,,North,0
7024,Female,53,,Centre,2
29739,Male,15,Full-time student,Midlands,4 hours
27015,Female,26,Employed 30+ hours a week,South,Less than an hour
21348,Male,,Full-time student,South,Less than an hour
39895,Male,38,Temporarily unemployed,Northern Ireland,2 hours
32210,Female,31,,,1
35030,Male,24,Employed 30+ hours a week,North,4 hours
40162,Female,66,Retired from self-employment,North,1 hour
19827,Male,41,Self-employed,North,1 hour
1382,Male,45,,South,2
37104,Male,29,Other,North,2 hours
5016,Female,32,Employed 30+ hours a week,South,1 hour
46160,Male,41,,North,2
30513,Male,34,Temporarily unemployed,South,2 hours
30222,Female,30,Employed 30+ hours a week,Midlands,10 hours
939,Male,54,,South,
16944,Male,70,Retired from full-time employment (30+ hours per week),South,0 Hours
14234,Male,58,,South,1
28745,Female,24,Full-time housewife / househusband,Midlands,8 hours
46655,Female,54,,North,
32742,Male,31,,,3
28664,Female,49,Full-time housewife / househusband,Midlands,Less than an hour
39697,Female,39,Employed 8-29 hours per week,North,4 hours
43193,Male,18,Full-time student,South,1 hour
2385,Male,46,Employed 30+ hours a week,North,4 hours
19922,Female,31,Employed 30+ hours a week,North,Less than an hour
41981,Female,57,Employed 30+ hours a week,South,Less than an hour
5591,Male,23,Employed 30+ hours a week,North,0 Hours
9257,Male,49,,South,
45098,Male,23,Employed 8-29 hours per week,North,3 hours
32487,Female,26,,,2
35520,Female,42,Full-time housewife / househusband,Midlands,2 hours
12641,Female,42,Self-employed,Midlands,Less than an hour
31539,Male,20,Employed 8-29 hours per week,North,1 hour
9754,Male,24,,South,4
41021,Male,57,Employed 30+ hours a week,Midlands,0 Hours
11547,Male,15,Full-time student,Northern Ireland,Less than an hour
20677,Female,59,Temporarily unemployed,Midlands,1 hour
35707,Male,53,Employed 30+ hours a week,Midlands,0 Hours
41372,Female,55,Employed 8-29 hours per week,Midlands,2 hours
34664,Male,56,Employed 30+ hours a week,South,5 hours
19571,Female,23,Full-time student,North,1 hour
43590,Male,15,Full-time student,Midlands,13 hours
31332,Male,35,Employed 30+ hours a week,North,2 hours
29376,Female,37,Employed 8-29 hours per week,South,4 hours
31881,Male,18,Full-time student,South,1 hour
40754,Female,26,Employed 30+ hours a week,South,2 hours
5216,Male,19,Temporarily unemployed,Midlands,2 hours
19153,Female,40,Temporarily unemployed,North,1 hour
27834,Male,13,Full-time student,South,3 hours
47035,Male,32,,Centre,1
16741,Female,25,Employed 30+ hours a week,North,2 hours
43074,Female,25,Full-time student,South,4 hours
16117,Male,63,,South,
19510,Male,20,Full-time student,Midlands,2 hours
7226,Male,42,,Centre,3
38309,Female,39,Employed 30+ hours a week,North,2 hours
43772,Male,61,Employed 30+ hours a week,South,Less than an hour
18115,Male,21,Employed 30+ hours a week,Midlands,2 hours
40355,Female,56,Employed 30+ hours a week,North,Less than an hour
46726,Female,43,,South,
38817,Female,60,Employed 8-29 hours per week,South,Less than an hour
29564,Male,32,Employed 30+ hours a week,Midlands,Less than an hour
18621,Female,42,Full-time housewife / househusband,North,1 hour
34428,Female,42,Employed 30+ hours a week,North,4 hours
1536,Female,27,,North,1
36998,Female,20,Full-time student,South,1 hour
21072,Male,73,Retired from self-employment,Midlands,1 hour
34698,Male,64,Retired from full-time employment (30+ hours per week),Northern Ireland,Less than an hour
27500,Male,25,Employed 30+ hours a week,Midlands,8 hours
2305,Male,60,Self-employed,Midlands,Less than an hour
48252,Male,41,Employed 30+ hours a week,North,
16474,Male,39,,Midlands,
24531,Female,26,Employed 30+ hours a week,South,Less than an hour
29255,Male,19,Full-time student,South,Less than an hour
43853,Male,21,Employed 30+ hours a week,Midlands,6 hours
8626,Male,30,,North,2
4257,Male,55,In unpaid employment (e.g. voluntary work),Midlands,0 Hours
29951,Female,18,Full-time student,Midlands,Less than an hour
22530,Female,19,Full-time student,South,2 hours
3991,Male,22,Employed 30+ hours a week,South,Less than an hour
35441,Male,43,Temporarily unemployed,North,16 hours
12974,Male,73,Retired from full-time employment (30+ hours per week),North,1 hour
20635,Male,19,In unpaid employment (e.g. voluntary work),South,10 hours
14124,Female,37,,North,2
27076,Male,26,Employed 30+ hours a week,South,7 hours
43337,Female,67,Other,South,Less than an hour
28696,Female,24,Full-time housewife / househusband,North,3 hours
1441,Female,44,,Centre,2
4390,Male,49,Employed 30+ hours a week,Midlands,Less than an hour
41837,Female,60,Full-time housewife / househusband,South,0 Hours
41863,Female,16,Employed part-time less than 8 hours per week,South,1 hour
7023,Female,33,,South,2
18602,Male,36,Self-employed,North,2 hours
46413,Female,56,,North,1
46078,Male,41,,South,
5969,Male,24,,North,2
31389,Female,46,Employed 30+ hours a week,North,2 hours
37818,Male,39,Employed 30+ hours a week,South,Less than an hour
21931,Male,58,Other,North,0 Hours
47544,Male,20,Full-time student,North,8 hours
49056,Male,40,Employed 30+ hours a week,Midlands,1 hour
45588,Male,69,,Centre,
34262,Female,61,Other,Midlands,3 hours
36414,Female,58,Employed 8-29 hours per week,Midlands,2 hours
6203,Male,64,,Centre,1
41591,Male,60,Retired from full-time employment (30+ hours per week),South,16+ hours
21493,Male,15,Full-time student,North,1 hour
31795,Female,45,Temporarily unemployed,Midlands,1 hour
27765,Male,65,Retired from full-time employment (30+ hours per week),Midlands,0 Hours
46931,Male,25,,Centre,
42869,Female,,Full-time student,South,1 hour
49591,Male,20,Full-time student,Northern Ireland,4 hours
37971,Female,51,Employed 30+ hours a week,South,3 hours
9306,Female,28,,North,
25974,Male,56,Employed 8-29 hours per week,North,Less than an hour
36759,Male,56,Other,North,0 Hours
33773,Female,62,Retired from full-time employment (30+ hours per week),North,1 hour
4972,Male,29,Employed 30+ hours a week,North,2 hours
21304,Female,14,Full-time student,Midlands,2 hours
29958,Male,39,Employed 30+ hours a week,North,1 hour
6516,Male,36,,South,
12389,Male,21,Other,South,Less than an hour
34040,Female,39,Full-time housewife / househusband,South,Less than an hour
43351,Female,14,Full-time student,South,2 hours
31237,Male,47,Employed 8-29 hours per week,Midlands,0 Hours
48268,Male,53,Employed 30+ hours a week,South,1 hour
43160,Male,53,Employed 30+ hours a week,Midlands,Less than an hour
7830,Male,22,,Centre,
30348,Female,28,Employed 30+ hours a week,North,2 hours
17032,Male,21,Full-time student,North,More than 16 hours
28676,Female,41,Full-time housewife / househusband,South,Less than an hour
27126,Male,41,Other,Midlands,1 hour
7972,Male,56,,Centre,1
8512,Female,59,,South,1
48966,Female,40,Full-time housewife / househusband,Midlands,2 hours
48643,Female,30,Employed 30+ hours a week,North,1 hour
40271,Female,24,Temporarily unemployed,Midlands,3 hours
31562,Female,37,Self-employed,South,3 hours
29223,Female,40,Employed 30+ hours a week,Midlands,1 hour
49635,Male,18,Full-time student,Midlands,2 hours
36578,Female,29,Employed 30+ hours a week,South,3 hours
15383,Female,27,,Midlands,5
26220,Female,25,Employed 30+ hours a week,Midlands,1 hour
27369,Male,41,Self-employed,Midlands,2 hours
2073,Female,64,Other,Midlands,0 Hours
20533,Male,44,Self-employed,South,Less than an hour
705,Male,23,,South,
45368,Male,64,Self-employed,North,6 hours
43565,Male,18,Full-time student,South,4 hours
4728,Male,58,Employed 30+ hours a week,North,4 hours
10142,Male,36,,Centre,1
15117,Male,63,,Midlands,2
37570,Female,56,Retired from full-time employment (30+ hours per week),Midlands,2 hours
41261,Male,14,Full-time student,Midlands,4 hours
50169,Male,46,Employed 30+ hours a week,North,Less than an hour
47645,Female,23,Full-time student,Midlands,1 hour
44729,Male,44,Other,North,1 hour
44084,Female,38,Employed 8-29 hours per week,North,1 hour
20214,Male,40,Employed 30+ hours a week,Midlands,2 hours
17096,Male,21,Employed 30+ hours a week,North,8 hours
3483,Female,61,Retired from full-time employment (30+ hours per week),South,2 hours
16801,Female,65,Other,North,Less than an hour
27243,Female,56,Employed 8-29 hours per week,South,2 hours
12086,Male,40,Employed 30+ hours a week,South,Less than an hour
26623,Male,59,Self-employed,Midlands,Less than an hour
20965,Female,49,Retired from full-time employment (30+ hours per week),Midlands,Less than an hour
11961,Male,38,Self-employed,Midlands,4 hours
32744,Female,24,,,1
23367,Female,20,Employed 8-29 hours per week,South,5 hours
30674,Male,33,Employed 30+ hours a week,North,2 hours
2814,Male,41,Employed 8-29 hours per week,North,Less than an hour
3421,Female,31,Full-time student,North,2 hours
43190,Male,44,Employed 30+ hours a week,North,2 hours
49505,Male,40,Employed 8-29 hours per week,South,6 hours
32731,Female,24,,,1
34807,Female,28,Employed 30+ hours a week,South,1 hour
2600,Male,51,Employed 30+ hours a week,South,0 Hours
17827,Female,33,Employed 30+ hours a week,Midlands,2 hours
15701,Female,17,,South,2
37354,Male,22,Employed 30+ hours a week,South,3 hours
33315,Female,,Full-time student,South,Less than an hour
30453,Male,43,Employed 30+ hours a week,South,0 Hours
11967,Female,29,Full-time housewife / househusband,Midlands,Less than an hour
44496,Male,32,Employed 30+ hours a week,Midlands,7 hours
8695,Female,28,,North,
32427,Female,26,,,2
9212,Male,38,,Centre,1
19086,Male,37,Full-time housewife / househusband,North,1 hour
44515,Female,42,Employed 30+ hours a week,North,1 hour
44338,Male,39,Employed 30+ hours a week,South,8 hours
38194,Female,40,Employed 30+ hours a week,Midlands,Less than an hour
22386,Female,51,Employed 8-29 hours per week,South,2 hours
19160,Male,31,Employed 30+ hours a week,Midlands,1 hour
42247,Female,63,Retired from full-time employment (30+ hours per week),Midlands,1 hour
13900,Female,,,South,
3713,Male,18,Employed 8-29 hours per week,North,7 hours
36402,Female,22,Full-time student,North,2 hours
44191,Female,26,Employed 30+ hours a week,South,
30419,Female,36,Employed 8-29 hours per week,North,Less than an hour
41904,Male,41,Employed 30+ hours a week,North,2 hours
1019,Female,37,,North,2
13684,Female,68,,North,
34425,Male,55,Employed 30+ hours a week,North,
44236,Male,31,Employed 30+ hours a week,South,1 hour
50471,Female,49,Full-time housewife / househusband,Midlands,2 hours
3977,Male,24,Employed 8-29 hours per week,South,10 hours
38532,Female,75,Retired from full-time employment (30+ hours per week),North,
48384,Female,62,Retired from full-time employment (30+ hours per week),South,0 Hours
41130,Male,22,Other,Midlands,
10894,Female,50,,Centre,1
19711,Female,,Retired from full-time employment (30+ hours per week),North,1 hour
42832,Male,15,Full-time student,North,2 hours
24316,Female,18,Employed 8-29 hours per week,North,3 hours
25795,Female,24,Employed 8-29 hours per week,Northern Ireland,1 hour
7227,Male,37,,North,
6087,Male,36,,South,6
15430,Female,62,,South,1
41135,Male,14,Full-time student,Midlands,4 hours
18022,Male,23,Employed 30+ hours a week,South,4 hours
27168,Male,61,Retired from self-employment,South,3 hours
43982,Female,63,Retired from full-time employment (30+ hours per week),Midlands,1 hour
13235,Female,52,Full-time housewife / househusband,South,2 hours
18981,Male,46,Self-employed,North,2 hours
4575,Male,50,Employed 30+ hours a week,Midlands,1 hour
3288,Male,,Other,Midlands,1 hour
32247,Female,21,,,
44147,Male,50,Self-employed,North,Less than an hour
4960,Male,46,Temporarily unemployed,North,16+ hours
7323,Female,40,,Centre,
10772,Male,31,,Centre,3
6593,Male,27,,South,10
25342,Male,,Full-time student,Midlands,Less than an hour
45963,Male,50,,North,1
49406,Female,45,Full-time housewife / househusband,North,12 hours
49392,Male,45,Employed part-time less than 8 hours per week,South,1 hour
1611,Male,42,,Centre,
36681,Female,29,Full-time student,Northern Ireland,5 hours
42167,Female,55,Employed part-time less than 8 hours per week,South,0 Hours
36599,Female,55,Full-time housewife / househusband,Midlands,0 Hours
6622,Male,57,,Centre,5
23911,Female,28,Employed 8-29 hours per week,North,10 hours
29085,Female,45,In unpaid employment (e.g. voluntary work),North,7 hours
1965,Male,61,Retired from full-time employment (30+ hours per week),Midlands,Less than an hour
16601,Female,33,,North,2
36382,Male,54,Employed 30+ hours a week,North,1 hour
30189,Male,43,Employed 30+ hours a week,North,6 hours
27888,Male,14,Full-time student,South,Less than an hour
1534,Male,43,,Centre,2
21978,Male,54,Other,South,2 hours
8796,Female,31,,Centre,0
39057,Female,21,Part-time student,North,Less than an hour
39073,Female,24,Employed 30+ hours a week,South,3 hours
48401,Female,47,Full-time housewife / househusband,South,Less than an hour
7068,Female,51,,South,0
25881,Male,37,Self-employed,Midlands,
1354,Female,39,,South,
34173,Male,42,Employed 30+ hours a week,Midlands,Less than an hour
31365,Male,37,Employed 30+ hours a week,South,0 Hours
41348,Male,64,Retired from full-time employment (30+ hours per week),North,0 Hours
18859,Male,44,Employed 8-29 hours per week,Midlands,2 hours
159,Male,13,,Centre,4
16696,Male,23,Employed 30+ hours a week,South,2 hours
279,Male,23,,Centre,0
11572,Female,54,Employed 8-29 hours per week,South,3 hours
274,Male,24,,North,
41449,Male,28,Employed 30+ hours a week,South,6 hours
38375,Female,35,Full-time housewife / househusband,Midlands,2 hours
2360,Male,54,Retired from full-time employment (30+ hours per week),Midlands,0 Hours
2873,Male,35,Employed 30+ hours a week,North,1 hour
9380,Female,41,,North,
26839,Female,63,Retired from full-time employment (30+ hours per week),North,1 hour
2231,Female,14,Full-time student,South,Less than an hour
18309,Female,55,Other,North,0 Hours
36135,Female,24,Employed 8-29 hours per week,North,4 hours
21710,Male,24,Employed 30+ hours a week,South,4 hours
2234,Male,54,Other,Midlands,Less than an hour
36685,Female,15,Full-time student,South,2 hours
5038,Male,27,Employed part-time less than 8 hours per week,South,2 hours
26715,Male,35,Employed 30+ hours a week,Midlands,Less than an hour
32525,Male,50,,,1
6136,Male,33,,Centre,
32455,Female,28,,,10
6847,Female,60,,Centre,
16554,Female,62,,Midlands,1
39642,Female,26,Employed 30+ hours a week,North,2 hours
31263,Male,62,Employed 30+ hours a week,South,2 hours
19345,Female,15,Employed 30+ hours a week,North,Less than an hour
14905,Male,21,,North,
11528,Female,13,Full-time student,Midlands,4 hours
34291,Male,55,Employed 30+ hours a week,South,1 hour
6403,Male,47,,Centre,1
47047,Male,40,,South,
17987,Female,60,Full-time housewife / househusband,North,0 Hours
14652,Female,24,,South,
42176,Male,22,Employed 30+ hours a week,South,Less than an hour
30608,Female,43,Full-time housewife / househusband,North,Less than an hour
20508,Female,62,Full-time housewife / househusband,Midlands,Less than an hour
6875,Male,33,,Centre,0
39677,Female,30,Employed 8-29 hours per week,North,1 hour
168,Male,24,,South,2
9749,Female,20,,North,5
8412,Female,48,,South,3
14769,Female,36,,North,
15735,Female,41,,South,
18432,Male,34,Self-employed,South,1 hour
42263,Female,30,Self-employed,North,5 hours
4457,Male,36,Employed 30+ hours a week,Midlands,1 hour
46265,Female,60,,North,
10546,Male,49,,South,1
29312,Male,48,Employed 30+ hours a week,North,0 Hours
18091,Male,25,Employed 8-29 hours per week,South,3 hours
40832,Female,46,Employed 8-29 hours per week,Midlands,Less than an hour
34482,Female,41,Employed 30+ hours a week,North,2 hours
2883,Male,51,Employed 30+ hours a week,South,4 hours
29714,Female,17,Full-time student,Midlands,4 hours
14481,Female,42,,North,1
9904,Female,32,,North,1
7316,Female,51,,North Ireland,1
47116,Male,33,,North,10
35496,Male,58,Temporarily unemployed,North,1 hour
49487,Male,49,Temporarily unemployed,North,2 hours
29916,Female,27,Full-time housewife / househusband,Midlands,1 hour
26538,Female,52,Employed 8-29 hours per week,South,Less than an hour
33684,Male,17,Full-time student,Midlands,1 hour
28810,Female,63,Employed 30+ hours a week,South,0 Hours
30054,Male,47,Employed 30+ hours a week,North,6 hours
44176,Female,40,Employed 30+ hours a week,South,2 hours
42484,Female,35,Employed 30+ hours a week,North,1 hour
17500,Male,18,Full-time student,Midlands,6 hours
28716,Female,18,Full-time student,South,1 hour
43310,Male,32,Employed 30+ hours a week,North,2 hours
36372,Male,22,Employed 30+ hours a week,North,4 hours
32047,Female,40,Employed 30+ hours a week,Midlands,2 hours
23322,Female,20,Temporarily unemployed,Northern Ireland,10 hours
8400,Female,51,,South,0
48319,Female,41,Employed 30+ hours a week,South,Less than an hour
34478,Female,38,Employed 30+ hours a week,North,5 hours
12673,Male,39,Employed 30+ hours a week,North,1 hour
28251,Female,53,Self-employed,South,8 hours
20860,Male,30,Employed 30+ hours a week,South,2 hours
19183,Male,27,Employed 30+ hours a week,Midlands,Less than an hour
25055,Female,20,Employed 30+ hours a week,Midlands,3 hours
31428,Female,21,Employed 30+ hours a week,South,1 hour
47706,Male,17,Full-time student,North,3 hours
15008,Male,53,,North,
44405,Female,40,Employed 30+ hours a week,South,Less than an hour
6814,Female,49,,North,3
46530,Female,18,,Centre,0
46279,Male,60,,North,1
10512,Male,21,,North,7
587,Female,28,,South,0
25870,Male,15,Full-time student,North,1 hour
190,Male,21,,South,1
20368,Male,35,Self-employed,North,Less than an hour
49466,Male,42,Employed 30+ hours a week,South,Less than an hour
40864,Male,36,Self-employed,North,Less than an hour
33018,Female,15,,,3
1444,Male,27,,Centre,1
42387,Female,28,In unpaid employment (e.g. voluntary work),North,Less than an hour
38105,Male,38,Temporarily unemployed,Midlands,Less than an hour
1571,Male,32,,Centre,3
13849,Female,64,,North,0
24872,Male,39,Employed 30+ hours a week,North,0 Hours
27078,Male,33,Employed 30+ hours a week,Midlands,2 hours
5698,Male,65,,North,
43122,Male,55,Employed 30+ hours a week,North,1 hour
29090,Male,41,Employed 30+ hours a week,South,2 hours
15521,Female,33,,North,
7381,Female,30,,Centre,
27944,Male,63,Temporarily unemployed,South,0 Hours
48989,Female,39,Employed part-time less than 8 hours per week,North,1 hour
975,Male,44,,Centre,1
46478,Male,28,,Centre,2
6684,Female,28,,North,1
15864,Male,41,,North,1
43239,Male,49,Employed 30+ hours a week,Midlands,1 hour
41980,Female,44,Employed 30+ hours a week,North,2 hours
50443,Male,15,Full-time student,North,Less than an hour
44265,Male,52,Employed 30+ hours a week,South,0 Hours
28470,Male,21,Full-time student,Midlands,4 hours
30799,Female,40,Full-time housewife / househusband,North,Less than an hour
29864,Female,45,Other,Midlands,Less than an hour
28273,Female,58,Employed 30+ hours a week,North,2 hours
26108,Male,38,Employed 30+ hours a week,South,2 hours
17378,Male,14,Full-time student,North,2 hours
41826,Female,59,Other,South,Less than an hour
16659,Female,21,Employed 30+ hours a week,North,3 hours
48774,Male,53,Retired from full-time employment (30+ hours per week),Midlands,
43619,Female,64,Temporarily unemployed,South,
10706,Male,26,,North,
39953,Male,46,Employed 30+ hours a week,Midlands,2 hours
13834,Male,15,,Midlands,4
34302,Male,57,Employed 30+ hours a week,North,
13891,Male,20,,Northern Ireland,1
28352,Female,57,Employed 30+ hours a week,South,1 hour
23312,Female,21,Employed 30+ hours a week,South,3 hours
33819,Male,45,Employed 30+ hours a week,South,6 hours
39386,Female,58,Retired from full-time employment (30+ hours per week),Northern Ireland,1 hour
50884,Male,25,Employed 8-29 hours per week,Midlands,1 hour
16040,Female,21,,North,
38128,Male,44,Self-employed,South,Less than an hour
42236,Female,64,Retired from full-time employment (30+ hours per week),South,1 hour
29603,Female,62,Retired from full-time employment (30+ hours per week),Midlands,0 Hours
46441,Female,35,,North Ireland,3
10489,Female,23,,North,1
732,Female,32,,Centre,
34888,Female,40,Employed 30+ hours a week,Midlands,1 hour
23706,Male,49,Employed 30+ hours a week,North,4 hours
1941,Male,68,Retired from full-time employment (30+ hours per week),Midlands,1 hour
32377,Female,23,,,1
3884,Male,31,Employed 30+ hours a week,North,Less than an hour
12797,Male,47,Employed 30+ hours a week,Midlands,3 hours
44708,Male,30,Employed 30+ hours a week,Midlands,9 hours
8257,Female,57,,Centre,
37504,Male,48,Employed 30+ hours a week,Midlands,2 hours
48502,Female,48,Employed 30+ hours a week,North,2 hours
28287,Female,28,Employed 30+ hours a week,South,2 hours
43367,Male,15,Full-time student,Midlands,4 hours
29818,Female,50,Employed 8-29 hours per week,Midlands,1 hour
33601,Female,18,Full-time student,South,1 hour
48562,Female,38,Employed 30+ hours a week,South,Less than an hour
34680,Female,31,Employed 30+ hours a week,South,5 hours
36048,Male,32,Employed 30+ hours a week,North,16 hours
32480,Female,67,,,
36838,Female,22,Employed 30+ hours a week,North,Less than an hour
136,Male,77,,North,
17169,Female,13,Full-time student,South,4 hours
43497,Female,20,Full-time student,Northern Ireland,16+ hours
43119,Female,56,Employed 30+ hours a week,Midlands,2 hours
31082,Female,46,Full-time housewife / househusband,Midlands,2 hours
49248,Female,24,Employed 30+ hours a week,Midlands,3 hours
3709,Female,27,Employed 30+ hours a week,South,2 hours
32886,Female,53,,,2
533,Female,56,,Centre,2
13646,Male,77,,North,2
34787,Male,33,Employed 30+ hours a week,South,4 hours
12595,Male,51,Temporarily unemployed,South,1 hour
28506,Female,60,Retired from full-time employment (30+ hours per week),North,1 hour
873,Male,52,,North,5
43968,Male,64,Retired from full-time employment (30+ hours per week),North,0 Hours
41972,Female,29,Employed 30+ hours a week,South,1 hour
6749,Female,47,,South,
11636,Female,49,Employed 30+ hours a week,Midlands,Less than an hour
29584,Female,27,Employed 30+ hours a week,North,Less than an hour
21344,Male,72,Retired from full-time employment (30+ hours per week),Midlands,0 Hours
50000,Female,41,Employed 30+ hours a week,North,Less than an hour
46443,Male,42,,Centre,0
15736,Male,45,,South,
25588,Female,19,Full-time student,North,2 hours
3516,Female,38,Employed 30+ hours a week,Midlands,Less than an hour
45890,Male,46,,Centre,7
37582,Male,40,Employed 30+ hours a week,North,2 hours
14156,Male,,,South,1
2845,Male,29,Employed 30+ hours a week,North,1 hour
47131,Male,28,,North,2
50161,Female,54,Employed 30+ hours a week,Midlands,Less than an hour
24018,Female,64,Employed 8-29 hours per week,North,4 hours
39599,Female,38,Employed 8-29 hours per week,North,Less than an hour
38947,Female,21,Employed 30+ hours a week,North,2 hours
49120,Male,14,Full-time student,North,Less than an hour
19283,Female,71,Retired from self-employment,South,1 hour
43307,Female,25,Full-time housewife / househusband,North,Less than an hour
12279,Male,49,Employed 30+ hours a week,North,Less than an hour
8715,Female,64,,North Ireland,
4869,Male,50,Temporarily unemployed,Midlands,0 Hours
18026,Male,21,Full-time student,South,1 hour
48209,Male,37,Employed 30+ hours a week,South,Less than an hour
8234,Female,58,,Centre,1
50754,Female,56,Full-time housewife / househusband,South,Less than an hour
44252,Male,52,Retired from full-time employment (30+ hours per week),North,3 hours
33139,Male,26,,,
34440,Male,32,Employed 30+ hours a week,South,Less than an hour
44973,Female,63,Retired from full-time employment (30+ hours per week),Midlands,1 hour
15105,Female,46,,North,0
8010,Male,54,,South,7
